campaign_duration,dollars_pledged
21,11153.96
30,881
30,20
26,8941.49
21,6
30,1586.18
28,12685
30,0
45,715
30,300
14,1
35,297
20,4536
30,0
38,5212.19
60,85
30,997.88
15,3625
30,3218
30,10127
30,0
47,3725
30,0
60,1
30,0
28,6230.23
28,875
47,410
45,37309
30,2037.19
36,96889
35,0
32,4300
45,385
7,0
30,320
30,6837
36,591.92
23,1519.3
30,1405
30,10
30,70
30,109.25
30,57
30,25945
30,0
30,3950.6
60,14088
30,510
21,662
60,0
30,1481.02
30,0
30,1
30,15495
30,230.25
30,195
30,1197
45,0
51,1760
30,37
30,0
30,439.06
30,2803
30,7789
30,653.66
45,70
15,2660
60,3050
30,21
21,4371.67
30,0
30,4575
30,47.77
59,346
30,15
30,3010
30,15607.08
30,7482
30,521
30,0
45,18340
30,2285
60,0
30,8609.72
30,0
30,23075.09
30,0
30,178.98
45,2554
30,0
14,283.14
30,0
32,1169.91
30,247.91
30,103
30,0
30,20455
23,5163
30,0
30,3742.44
38,69362
60,35
29,116
17,0
30,0
60,157
60,100
31,17017.1
30,0
30,2140.1
35,1579
34,50247.31
23,285.15
43,3115
30,68.23
60,41.54
30,78
36,13.37
30,0
30,7681
45,1
30,1050.01
35,4005
30,2785
60,125
30,3296
60,853.56
45,28525.41
30,3332
30,0
37,67.14
30,296
60,0
30,1413
39,6500
30,503
25,1238
30,5603.14
15,1250
30,8539
35,17382.37
17,30
30,591.87
30,360
30,1866
23,504
30,32822
25,1
38,502
45,7425
30,459
60,25
59,22
56,0
30,3130
30,15
20,2437.82
28,0
40,1.28
30,2031.14
48,2120
45,2912
33,3427.22
30,1127
33,630
10,2641
30,32.69
84,50
30,75
30,2344.22
46,3333.23
46,119458.84
30,5786
30,15400
30,0
45,21215
30,131
30,0
30,2988
30,57689
30,3476
30,744.84
15,2991
60,405
30,36
31,5370
30,3245
31,2420.46
35,1
29,42374
30,866
45,146
28,489
60,1585
31,3862.58
30,10786
30,1300
30,16125
91,0
41,650
31,0
60,1670
30,2781.39
48,58.75
30,6027
32,354
30,5075
32,21549
90,1500
30,152.57
30,351.06
30,5
31,215
36,700
14,4050
30,693
30,0
60,2000
30,100
60,164.54
60,3510
30,7761
29,991
60,0
18,0
21,10100
37,5861
30,4568.72
30,10
30,50
30,17614.24
30,329.45
30,433
60,150
30,117134.72
46,346540
28,4243
30,200
30,4927.29
60,20
60,151
30,638
33,0
31,1025
30,0
21,3905
30,6355
60,595
30,10
7,30
22,35
30,6279.12
30,746
30,0
15,112
30,5
23,56500.98
39,5760
60,246
30,20732.2
60,2975
30,523.77
25,1040.77
30,1310
30,1
56,0
60,2910.6
60,18114
34,1600
15,2433
20,0
30,135
60,491
30,251
24,0
30,380
30,381
30,460
30,0
30,0
30,0
30,30
30,3658
30,4992
30,32.97
24,801.68
33,33799
33,3125
34,806
30,0
30,191.85
28,1160.62
28,1035
30,1811
32,10772
30,521
30,3189
30,8220
60,91
30,301
27,0
30,1.29
30,5616
35,5289.25
45,980
30,6
30,2382
48,0
23,8.67
35,249.83
28,4440
31,12231
23,3536
30,500
71,1859
30,0
30,0.79
30,1879
30,860
30,589
45,370
57,71025.27
30,10200
30,1.18
30,276.82
30,50
30,2043
41,5257
30,7834
30,10
14,1150
58,1115
24,30
30,0
30,5495
30,0.86
30,5211.63
30,134.24
45,7146
30,5500
30,2972.13
35,0
33,106.18
16,4268
30,101.86
34,0
30,13485
30,1271.08
31,6627.95
60,4202
40,33
30,13747
10,912
37,88226
40,485
60,985
30,2736.72
60,24.27
30,1807
30,2600
13,3372.42
47,30150
26,115
45,1010
45,142.66
29,15115
34,146
30,110
30,206
36,761
53,0
30,5762.27
30,50
35,4189
30,51
60,143
30,500
33,0
54,3717
40,230435
42,2475
30,85667
30,7017
44,243945.43
30,7766.11
34,2924.55
30,1006
30,95
48,2820
60,27
30,7066
30,760
37,28
30,8821.77
45,124998
45,478
30,2650
60,15
40,653.38
31,14722.44
40,10109
41,0
30,646
30,971.39
30,42
20,17064
21,588
30,951
60,0
35,123
7,49
30,0
21,15
30,10022
22,0
14,765
49,9472
18,71
60,2379
22,343
30,2508
15,0
24,1982
21,62
30,12014
30,185.28
33,11501
20,2010
30,0
33,223192
30,5680
30,10
30,225
28,0
30,4593.22
30,10
30,1078.03
30,755
60,11
30,5561.23
30,1116.14
31,7569
36,250
50,297
30,15
50,66521
30,125
49,129.52
33,0
29,3889
30,11728.79
60,1952
14,2200
30,855
30,325
30,4084.07
30,5163
54,530
59,100
33,0
30,90
30,0
30,32126.59
30,5270
25,2141
36,65
30,0
30,0
30,20
30,57.83
9,21005
35,875
30,1512.99
33,7762
30,15474
60,30
31,71625
40,408.14
37,8587.45
30,16741
60,23.69
29,704
31,3727.55
30,21
30,7865
32,709
21,2655
9,123
41,2240
22,12000
30,1333
27,24.19
45,869.7
32,1655
63,1453
30,0
14,235
33,711
60,849.86
30,6250.55
30,1
30,655
45,865
40,20975
30,329
60,54.5
30,0
31,211
30,2797
30,3237
60,82
24,5318
45,0
40,7311
60,100
30,6503.25
30,4.64
27,7712
38,1595
20,136.97
45,547.43
30,33.46
21,0
30,1771
21,6552
34,6619.62
60,1
30,0
30,33518.09
30,21125
31,1692.05
30,10
27,1147.72
17,628.92
30,4086
30,1280
30,281
21,30
59,81
60,24558
60,5.59
60,10680
30,869.94
30,1030
28,11054.91
40,0
30,575
36,8447.3
30,108
30,5920
45,19086
30,25532
30,2976
60,36096
30,32869.66
32,675
30,100
26,35650
45,0
37,30201.66
77,2767
30,1003.06
30,25
30,110
30,0
41,1
30,160.09
30,90
57,1265
31,4055
26,27468.42
8,13485
30,1528
30,371.21
30,0.92
30,95
22,3110.49
30,762.8
30,1010
30,1040
24,15415.1
30,559.52
25,6943.35
30,15408.74
60,100.47
33,7060
21,15327
30,539
30,4138.49
30,0
33,0
23,90
24,10.02
45,1400
30,0
31,1550
39,5928
30,4726
30,178
30,0
29,3500.56
30,1905
39,759
30,180
30,10
40,2062
60,15.83
10,0
37,44
30,22099
15,35
32,31666
40,24100.21
49,1390
18,13442.01
30,50
43,25
47,300
40,1985.93
28,200
30,55.18
16,1075
31,6800
30,0
33,2
30,30
30,3615
40,0
30,430
45,1356
30,2060
30,4435
45,57.82
30,210
32,326109
60,977.41
23,972.39
30,3189.75
21,10036
90,0
45,235
31,108362
60,5
21,7105.13
30,169
56,1305
30,0.89
30,59763.81
30,987
28,2490.25
30,27904.5
24,2121.19
36,263852.4
30,0
46,1370
29,4528
7,357
60,182
20,49.32
30,8098
31,2373.7
32,1343
38,112463.58
23,0
31,11
20,410
30,60
29,7027
32,939.37
30,1995
43,1336.27
30,161943.83
30,1774
45,1804
79,400
31,4741.5
30,223.09
29,2030
30,40
34,0
30,0
35,200
30,0
30,206248.98
28,10
30,1190
30,20768
31,450
25,8
15,593.4
30,9637
60,2080
60,0
53,1703.42
60,1105
30,25895.01
60,1
30,2548.54
22,1118
42,83512.1
30,71
30,88
15,0.77
30,20040.37
30,658
30,0
40,4075
30,1175
30,124
30,25
30,63184.4
30,0
30,0
30,37935
30,0
23,150
40,160
45,179
33,1044
14,5046
21,3734.66
30,0
30,2160
40,0
45,75
30,1800
30,10104.77
30,1332.03
30,0
30,141
45,380
30,225
29,440
30,902
45,3550
42,0
30,1545
60,0
30,2675
25,11.95
33,0
31,2.19
34,2576.99
30,0
35,233
91,15
60,0
30,2300
29,0
30,28
29,1.52
14,3000
45,1100
81,5261
31,665
30,54540.14
31,4055.59
32,7010
30,40
26,3810
51,2312.73
45,1585
30,0
30,2966
60,1
30,73918
30,0
30,759
45,7799.65
31,100
30,4026
30,1536
33,605
60,7100
21,15
35,3828
56,0
60,1.09
40,4590
31,5.48
25,7945.98
25,0
30,6479.5
30,0
50,0
60,4000
40,0
30,0
30,21528
90,35319.9
30,1290
35,75
42,80
45,0
60,32000
44,55205
30,89
30,402
30,26923
30,0
30,1
30,804
30,71
20,330
16,11260
47,3896.5
30,150
21,0
30,12803.13
30,121
45,0
23,18294
30,199549
60,5110
32,10068
30,1
29,23835
30,3394.75
45,2696
33,9001
30,335.11
38,33913
30,2000
40,3225.33
60,53
60,35
30,0
30,750
30,430
40,2555.1
60,373
30,18230.52
28,11.44
31,1237
60,26
50,35
30,23.23
30,975
31,70
30,1078
30,814.62
30,2734.49
30,3220
30,0
60,270
16,625
49,0
35,1094
31,63
30,2731
30,51
30,6578
30,10
31,56505
30,461.88
35,738
30,20
30,55
29,1821
30,7135
26,11640
30,11112
30,2415
60,66.94
90,5170.03
30,4478
60,26.24
20,3835.63
46,0
30,0
46,2685.69
60,2100
15,0
18,2230
5,240
24,1
